id;colour wine;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
5302;red;7,1;0,68;0,07;1,9;0,075;16;51;0,99685;3,38;0,52;9.5;5,78
5303;red;6;0,42;0,19;2;0,075;22;47;0,99522;3,39;0,78;10;6
5304;red;7,6;0,43;0,29;2,1;0,075;19;66;0,99718;3,4;0,64;9.5;5,67
5305;red;7,6;0,43;0,29;2,1;0,075;19;66;0,99718;3,4;0,64;9.5;5,67
5306;red;8,9;0,12;0,45;1,8;0,075;10;21;0,99552;3,41;0,76;11.9;7
5307;red;8,9;0,12;0,45;1,8;0,075;10;21;0,99552;3,41;0,76;11.9;7
5308;red;8,9;0,12;0,45;1,8;0,075;10;21;0,99552;3,41;0,76;11.9;7
5309;red;8,3;0,76;0,29;4,2;0,075;12;16;0,9965;3,45;0,68;11.5;6
5310;red;7,7;0,56;0,2;2;0,075;9;39;0,9987;3,48;0,62;9.3;5,44
5311;red;7,3;0,695;0;2,5;0,075;3;13;0,998;3,49;0,52;;5,36
5312;red;6,6;0,695;0;2,1;0,075;12;56;0,9968;3,49;0,67;9.2;5,78
5313;red;7,4;0,66;0;1,8;NA;13;40;0,9978;3,51;0,56;9.4;5
5314;red;6,3;0,36;0,19;3,2;0,075;15;39;0,9956;NA;0,52;12.7;6
5315;red;5,9;0,645;0,12;2;0,075;32;44;0,99547;NA;0,71;10.2;5,67
5316;red;6;0,58;0,2;2,4;0,075;15;50;0,99467;3,58;0,67;12.5;6,14
5317;white;8,2;0,34;0,29;5,2;0,076;19;92;0,99138;2,95;0,39;12.5;6
5318;white;6,8;0,27;0,28;13,3;0,076;50;163;0,9979;3,03;0,38;8.6;6,875
5319;white;6,8;0,25;0,27;10,7;0,076;47;154;0,9967;3,05;0,38;9;5,786
5320;white;6,8;0,25;0,27;10,7;0,076;47;154;0,9967;3,05;NA;9;5,786
5321;red;10,6;1,02;0,43;2,9;0,076;26;88;0,9984;NA;0,57;10.1;6
5322;white;7;0,3;0,27;1,5;0,076;24;145;NA;3,1;0,52;10.1;5
5323;red;7,5;0,61;0,2;1,7;0,076;36;60;0,99494;3,1;0,4;9.3;5,67
5324;white;6,4;0,42;0,74;12,8;0,076;48;209;0,9978;3,12;0,58;9;6,567
5325;white;5,8;0,27;0,4;1,2;0,076;47;130;0,99185;NA;0,45;10.3;6
5326;red;10,4;0,41;0,55;3,2;0,076;22;54;0,9996;3,15;0,89;9.9;6
5327;red;10,4;NA;0,55;3,2;0,076;22;54;0,9996;3,15;0,89;9.9;6
5328;red;10,4;NA;0,61;2,6;0,076;11;24;1;3,16;0,69;9;5,78
5329;red;8;0,81;0,25;3,4;0,076;34;85;0,99668;3,19;0,42;9.2;5,67
5330;red;7,9;0,54;0,34;2,5;0,076;8;17;0,99235;3,2;0,72;13.1;8,456
5331;red;8,8;0,45;0,43;1,4;0,076;12;21;0,99551;NA;0,75;10.2;6
5332;red;7,9;0,58;0,23;2,3;0,076;23;94;0,99686;3,21;0,58;9.5;6
5333;red;7,9;0,58;0,23;2,3;0,076;23;94;0,99686;3,21;0,58;9.5;6
5334;red;8,3;0,26;0,37;1,4;NA;8;23;0,9974;3,26;0,7;9.6;6
5335;red;8,3;0,26;0,37;1,4;0,076;8;23;0,9974;3,26;0,7;9.6;NA
5336;red;7,5;NA;0,04;1,5;0,076;8;15;0,99508;3,26;0,53;9.6;5,67
5337;red;8,2;0,35;0,33;2,4;0,076;11;47;0,99599;3,27;0,81;11;6
5338;red;8,2;0,35;0,33;2,4;0,076;11;47;0,99599;3,27;0,81;11;6
5339;red;8,3;0,54;0,24;3,4;0,076;16;112;0,9976;3,27;0,61;9.4;5,78
5340;NA;7,2;0,695;0,13;2;0,076;12;20;0,99546;3,29;0,54;10.1;5,67
5341;red;7,2;0,695;0,13;2;0,076;12;20;0,99546;NA;0,54;10.1;5,67
5342;red;7,2;0,695;0,13;NA;0,076;12;20;0,99546;3,29;0,54;10.1;5,67
5343;red;7,2;0,695;0,13;NA;0,076;12;20;0,99546;3,29;0,54;10.1;5,67
5344;red;8,6;0,47;0,3;3;0,076;30;135;0,9976;3,3;0,53;9.4;5,78
5345;red;7,6;0,78;0;1,7;0,076;33;45;0,99612;3,31;0,62;10.7;6
5346;red;8,4;0,715;0,2;2,4;0,076;10;38;0,99735;3,31;0,64;9.4;5,78
5347;red;7,7;0,63;0,08;1,9;0,076;15;27;0,9967;3,32;0,54;9.5;6
5348;NA;5;0,27;0,4;1,2;0,076;42;124;0,99204;3,32;0,47;10.1;6
5349;red;6,6;0,44;0,15;2,1;0,076;22;53;0,9957;3,32;0,62;9.3;5,67
5350;red;7,8;0,53;0,04;1,7;0,076;17;31;0,9964;3,33;0,56;10;6
5351;red;6,9;0,63;0,01;2,4;0,076;14;39;0,99522;3,34;0,53;10.8;6
5352;red;6,8;0,48;0,25;2;0,076;29;61;0,9953;3,34;0,6;10.4;5,67
5353;red;7,2;0,57;0,06;1,6;0,076;9;27;0,9972;3,36;0,7;9.6;6
5354;red;6,5;0,4;0,1;2;0,076;30;47;0,99554;3,36;0,48;9.4;6
5355;red;7,1;0,46;0,14;2,8;0,076;15;37;0,99624;3,36;0,49;10.7;5,67
5356;red;7,1;0,46;0,14;2,8;0,076;15;37;0,99624;3,36;0,49;10.7;5,67
5357;red;7,9;0,72;0,01;1,9;0,076;7;NA;NA;3,39;0,54;9.6;5,67
5358;red;7,5;0,49;0,19;1,9;0,076;10;44;0,9957;3,39;0,54;9.7;5,78
5359;red;6,9;0,55;0,15;2,2;0,076;19;40;0,9961;3,41;0,59;10.1;5,36
5360;red;6,7;0,41;0,43;2,8;0,076;22;54;0,99572;3,42;1,16;10.6;6
5361;red;NA;0,51;NA;2,3;0,076;29;40;0,99574;3,42;0,75;11;6,14
5362;red;6,3;0,51;0,13;2,3;0,076;29;40;0,99574;3,42;0,75;11;6,14
5363;red;7,8;0,59;0,18;2,3;0,076;17;54;0,9975;3,43;0,59;10;5,02
5364;red;6,6;0,705;0,07;1,6;0,076;6;15;0,9962;3,44;0,58;10.7;5,02
5365;red;7,2;0,73;0,02;2,5;0,076;16;42;0,9972;3,44;0,52;9.3;5,36
5366;red;7;0,62;0,08;1,8;0,076;8;24;0,9978;3,48;0,53;9;5,36
5367;red;7,1;0,52;0,03;2,6;0,076;21;92;0,99745;3,5;0,6;9.8;5,67
5368;red;7,4;0,7;0;1,9;0,076;11;34;0,9978;3,51;0,56;9.4;5
5369;red;7,4;0,7;0;1,9;0,076;11;34;0,9978;3,51;0,56;9.4;5
5370;red;8,2;0,2;0,43;2,5;0,076;31;51;0,99672;3,53;0,81;10.4;6
5371;red;7,2;0,6;0,04;2,5;0,076;18;NA;0,99745;3,53;0,55;9.5;5,67
5372;red;7,2;0,6;0,04;2,5;0,076;18;88;0,99745;3,53;0,55;9.5;5,67
5373;red;6,2;0,7;0,15;5,1;0,076;13;27;0,99622;3,54;0,6;11.9;6,14
5374;red;6,7;0,54;0,13;2;0,076;15;36;0,9973;3,61;0,64;9.8;5,67
5375;red;6,7;0,54;0,13;2;0,076;15;36;0,9973;3,61;0,64;9.8;NA
5376;red;11,5;0,42;0,48;2,6;0,077;8;20;0,99852;3,09;0,53;11;5,67
5377;red;9,9;0,63;0,24;2,4;0,077;6;33;0,9974;3,09;0,57;9.4;5,78
5378;red;9,9;0,63;0,24;2,4;0,077;6;33;0,9974;3,09;0,57;9.4;5,78
5379;red;7,8;0,53;0,01;1,6;0,077;3;19;0,995;3,16;0,46;9.8;5,67
5380;red;7,8;0,53;0,01;1,6;0,077;3;19;0,995;3,16;0,46;9.8;5,67
5381;red;9,4;0,685;0,11;2,7;NA;6;31;0,9984;NA;0,7;10.1;6
5382;red;8,9;0,745;0,18;2,5;0,077;15;48;0,99739;3,2;0,47;9.7;6
5383;red;10;0,32;0,59;2,2;0,077;3;15;0,9994;3,2;0,78;NA;5,67
5384;red;10;0,32;0,59;2,2;0,077;3;15;0,9994;3,2;NA;9.6;5,67
5385;red;10,5;0,24;0,42;1,8;0,077;6;22;0,9976;3,21;1,05;10.8;7
5386;NA;10;0,44;0,49;2,7;0,077;11;19;0,9963;3,23;0,63;11.6;7
5387;red;8,2;0,5;0,35;2,9;0,077;21;127;0,9976;3,23;0,62;9.4;5,36
5388;red;9,5;0,78;0,22;1,9;0,077;6;32;0,9988;3,26;0,56;10.6;6
5389;red;7,7;NA;0,21;2,2;0,077;32;133;0,9956;3,27;0,45;9.9;5,67
5390;red;7,5;0,58;0,14;2,2;0,077;27;60;0,9963;3,28;NA;9.8;NA
5391;red;7,9;0,37;0,23;1,8;0,077;23;49;0,9963;3,28;0,67;9.3;5,78
5392;red;8,1;0,575;0,22;2,1;0,077;12;65;0,9967;3,29;0,51;9.2;5,36
5393;red;8,1;0,575;0,22;2,1;0,077;12;65;0,9967;3,29;0,51;9.2;5,36
5394;red;9;0,66;0,17;NA;0,077;5;13;0,9976;3,29;0,55;10.4;5,44
5395;red;7,9;0,33;0,23;NA;0,077;18;45;0,99625;3,29;0,65;9.3;5,78
5396;red;7,5;0,64;0;2,4;0,077;NA;29;0,9965;3,32;0,6;10;6
5397;red;6,3;0,55;0,15;1,8;0,077;26;35;0,99314;3,32;0,82;11.6;6,14
5398;red;7,3;0,33;0,47;2,1;0,077;5;11;0,9958;3,33;0,53;10.3;6
5399;red;7;0,56;0,13;1,6;0,077;25;42;0,99629;3,34;0,59;9.2;5,67
5400;red;7,2;0,58;0,03;2,3;0,077;7;28;0,99568;3,35;0,52;10;5,67
5401;red;7,5;0,57;0,02;2,6;0,077;11;35;0,99557;3,36;0,62;10.8;6
5402;red;7,5;0,57;0,02;2,6;0,077;11;35;0,99557;3,36;0,62;10.8;6
5403;red;7,1;0,46;0,2;1,9;0,077;28;54;0,9956;3,37;0,64;10.4;6
5404;red;7,1;0,46;NA;1,9;0,077;28;54;0,9956;3,37;0,64;10.4;6
5405;red;7,4;0,49;0,19;3;0,077;16;37;0,9966;3,37;0,51;10.5;NA
5406;red;8,9;0,22;0,48;1,8;0,077;29;60;0,9968;3,39;0,53;9.4;6
5407;red;8,3;0,54;0,28;1,9;0,077;NA;40;0,9978;3,39;NA;10;6
5408;red;6,7;0,46;0,24;1,7;0,077;18;34;0,9948;3,39;0,6;10.6;6
5409;red;6,7;0,46;0,24;1,7;0,077;18;34;0,9948;3,39;0,6;10.6;6
5410;red;6,7;0,46;0,24;1,7;0,077;18;34;0,9948;3,39;0,6;10.6;6
5411;red;6,7;0,46;0,24;1,7;0,077;18;34;0,9948;3,39;0,6;10.6;6
5412;red;7,9;0,51;0,25;2,9;0,077;21;45;0,9974;3,49;0,96;;6
5413;red;5,9;0,46;0;1,9;0,077;25;44;0,99385;3,5;0,53;11.2;5,67
5414;red;6,2;0,44;0,39;2,5;0,077;6;14;0,99555;3,51;0,69;11;6
5415;red;7,2;0,62;0,06;2,7;0,077;15;85;0,99746;3,51;0,54;9.5;5,67
5416;red;7,2;0,62;0,06;2,7;0,077;15;85;0,99746;3,51;0,54;9.5;5,67
5417;NA;7,2;0,635;0,07;2,6;0,077;16;86;0,99748;3,51;0,54;9.7;5,67
5418;red;6,8;0,61;0,2;1,8;0,077;11;65;0,9971;3,54;0,58;9.3;5,36
5419;red;7,1;0,59;0,01;2,5;0,077;20;85;0,99746;3,55;0,59;9.8;5,67
5420;red;6,1;0,53;0,08;1,9;0,077;24;45;0,99528;NA;0,68;10.3;6
5421;red;6,9;0,54;0,04;3;0,077;7;27;0,9987;3,69;0,91;9.4;6
5422;red;6,9;0,54;0,04;NA;0,077;7;27;0,9987;3,69;0,91;9.4;NA
5423;red;11,9;0,37;NA;2,3;0,078;12;24;0,9958;3;0,65;12.8;6
5424;white;6,7;0,5;0,63;13,4;0,078;81;238;0,9988;3,08;0,44;9.2;5,786
5425;NA;6;0,28;0,52;5;0,078;30;139;0,99494;3,1;0,36;9;6
5426;red;NA;0,56;0,18;1,6;0,078;10;21;0,99576;3,15;0,49;9.9;5,67
5427;red;NA;0,26;0,47;1,9;0,078;6;24;0,9976;3,18;1,04;10.9;7
5428;red;10,6;0,34;0,49;3,2;0,078;NA;78;0,9992;3,19;0,7;10;6
5429;red;8,5;0,585;0,18;2,1;0,078;5;30;0,9967;3,2;0,48;9.8;NA
5430;red;9,2;0,53;0,24;2,6;0,078;28;139;0,99788;3,21;0,57;9.5;5,44
5431;red;9;0,44;NA;2,4;0,078;26;121;0,9978;3,23;0,58;9.2;5,78
5432;red;8,7;0,41;0,41;6,2;0,078;25;42;0,9953;3,24;0,77;12.6;7
5433;red;9,8;0,98;0,32;2,3;0,078;35;152;0,998;3,25;0,48;9.4;5,44
5434;red;11,5;0,45;0,5;3;0,078;19;47;10,003;3,26;1,11;11;6
5435;red;8,1;0,53;0,22;2,2;0,078;33;89;0,99678;3,26;0,46;9.6;6
5436;red;7,1;0,56;0,14;1,6;0,078;7;18;0,99592;NA;0,62;9.3;5,67
5437;red;9,9;0,74;0,28;2,6;0,078;21;77;0,998;3,28;0,51;9.8;5,44
5438;red;8,2;NA;0,23;3,4;0,078;14;104;0,9976;3,28;0,62;9.4;5,78
5439;red;9,1;0,765;0,04;1,6;0,078;4;14;0,998;3,29;0,54;9.7;1
5440;red;7,2;0,45;0,15;2;0,078;10;28;0,99609;3,29;0,51;9.9;6
5441;red;9;0,785;0,24;1,7;0,078;10;21;0,99692;3,29;0,67;10;5,67
5442;red;9;0,785;0,24;1,7;NA;10;21;0,99692;3,29;0,67;10;5,67
5443;red;NA;0,52;0,25;2;0,078;19;59;0,99612;3,3;0,48;10.2;5,67
5444;red;7,6;0,41;0,33;2,5;0,078;6;23;0,9957;3,3;0,58;11.2;5,67
5445;red;9,3;0,775;0,27;2,8;0,078;NA;56;0,9984;3,31;0,67;10.6;6
5446;red;NA;0,31;0,39;2,4;0,078;17;43;0,99444;3,31;0,77;12.5;7
5447;red;8,3;0,31;0,39;2,4;0,078;17;43;0,99444;3,31;0,77;12.5;7
5448;red;7,3;0,585;0,18;2,4;0,078;15;NA;0,99638;3,31;0,54;9.8;5,67
5449;red;6,4;0,56;0,15;1,8;0,078;17;65;0,99294;3,33;0,6;10.5;6
5450;red;8,5;0,46;0,31;NA;0,078;32;58;0,998;3,33;0,54;9.8;5,44
5451;red;7,9;0,65;0,01;2,5;0,078;17;38;0,9963;3,34;0,74;11.7;7
5452;red;7,2;0,655;0,03;1,8;NA;7;12;0,99587;3,34;0,39;9.5;5,67
5453;red;7,2;0,655;0,03;1,8;0,078;7;12;0,99587;3,34;0,39;9.5;5,67
5454;red;6,8;0,65;0,02;2,1;0,078;8;15;0,99498;3,35;0,62;10.4;6
5455;red;6,8;0,65;0,02;2,1;0,078;8;15;0,99498;3,35;0,62;10.4;6
5456;red;7,9;0,35;0,46;3,6;0,078;15;37;0,9973;3,35;0,86;NA;8
5457;red;8;0,38;NA;1,8;0,078;12;49;0,99625;3,37;0,52;9.9;6
5458;red;6,9;0,63;0,02;1,9;0,078;18;NA;0,99712;3,4;0,75;9.8;5,67
5459;red;6,9;0,63;0,02;1,9;0,078;18;30;0,99712;3,4;0,75;9.8;5,67
5460;red;9,1;0,22;0,24;2,1;0,078;1;NA;0,999;3,41;0,87;10.3;6
5461;red;9,1;NA;0,24;2,1;0,078;1;28;0,999;3,41;NA;10.3;6
5462;red;7,1;0,59;0;2,2;0,078;26;44;0,99522;3,42;0,68;10.8;6
5463;red;7,4;0,52;0,13;2,4;0,078;34;61;0,99528;3,43;0,59;10.8;6
5464;red;7,5;0,55;0,24;2;0,078;10;28;0,9983;3,45;0,78;9.5;6
5465;red;7,6;0,4;0,29;1,9;0,078;29;66;0,9971;3,45;0,59;9.5;6
5466;red;6,1;0,48;0,09;1,7;0,078;18;30;0,99402;3,45;0,54;11.2;6
5467;red;NA;0,68;0,16;1,8;0,078;12;39;0,9977;3,5;0,7;9.9;6
5468;red;7,2;0,62;0,06;2,5;0,078;17;84;0,99746;3,51;0,53;9.7;5,67
5469;red;6,2;0,43;0,22;1,8;0,078;21;56;0,99633;3,52;0,6;9.5;6
5470;red;7,2;NA;0,03;2,3;0,078;16;86;0,99743;3,53;0,57;9.7;5,67
5471;red;7,2;0,66;0,03;2,3;0,078;16;86;0,99743;3,53;0,57;9.7;5,67
5472;red;7;0,5;0,14;1,8;0,078;10;23;0,99636;3,53;0,61;10.4;5,67
5473;red;6,7;0,75;0,01;2,4;0,078;17;32;0,9955;3,55;0,61;12.8;6
5474;red;6,7;0,76;0,02;1,8;0,078;6;12;0,996;3,55;0,63;9.95;3,58
5475;red;7,3;0,43;0,24;2,5;0,078;27;67;0,99648;3,6;0,59;NA;6
5476;white;6,7;0,24;0,32;10,3;0,079;37;122;0,99662;NA;0,45;8.8;5
5477;red;11,5;0,31;0,51;2,2;0,079;14;28;0,9982;3,03;0,93;9.8;6
5478;red;NA;0,35;0,49;2,6;0,079;27;69;0,9994;3,12;0,75;10.4;6
5479;red;9,4;0,33;0,59;2,8;NA;9;30;0,9976;3,12;0,54;12;6
5480;red;NA;1,24;0,34;NA;0,079;32;151;0,998;3,15;0,53;9.5;5,78
5481;red;NA;0,37;0,39;2,5;0,079;28;65;0,99729;3,16;0,59;9.8;5,67
5482;red;10;0,56;0,24;2,2;0,079;19;58;0,9991;3,18;0,56;10.1;6
5483;red;10;0,56;0,24;2,2;0,079;19;58;0,9991;3,18;0,56;10.1;6
5484;red;9,1;0,775;0,22;2,2;0,079;12;48;0,9976;3,18;0,51;9.6;5,67
5485;white;5,7;0,255;0,65;1,2;0,079;17;137;0,99307;3,2;0,42;9.4;5
5486;white;5,7;0,255;0,65;1,2;0,079;17;137;0,99307;3,2;0,42;9.4;5
5487;red;12,3;0,27;0,49;3,1;0,079;28;46;0,9993;NA;0,8;10.2;6
5488;red;7,6;0,46;0,11;2,6;0,079;12;49;0,9968;3,21;0,57;10;5,44
5489;red;9,5;0,735;0,1;2,1;0,079;6;31;0,9986;3,23;0,56;10.1;6
5490;red;7,9;0,52;0,26;1,9;0,079;42;NA;0,9964;3,23;0,54;9.5;5,36
5491;red;9,5;0,86;0,26;1,9;0,079;13;28;0,99712;3,25;0,62;NA;5,67
5492;red;8,6;0,315;0,4;2,2;0,079;NA;6;0,99512;3,27;0,67;11.9;6
5493;red;8;0,77;0,32;2,1;0,079;16;74;NA;3,27;0,5;9.8;6
5494;red;7,9;NA;0,31;2;NA;10;79;0,99677;3,29;0,69;9.5;6
5495;red;7,8;0,62;0,05;2,3;0,079;6;18;0,99735;3,29;0,63;9.3;5,78
5496;red;8,3;0,66;0,15;1,9;0,079;17;42;0,9972;3,31;NA;9.6;6
5497;red;9,2;0,31;0,36;2,2;0,079;11;31;0,99615;3,33;0,86;12;7
5498;NA;8,2;0,51;0,24;2;0,079;16;86;0,99764;3,34;0,64;NA;6
5499;red;7,5;0,4;0,18;1,6;0,079;24;58;0,9965;3,34;0,58;9.4;5,67
5500;red;8,3;0,43;0,3;3,4;0,079;7;34;0,99788;3,36;NA;10.5;5,67
5501;red;6,9;0,49;0,19;1,7;0,079;13;26;0,99547;3,38;0,64;9.8;NA
5502;red;7,7;0,6;0,06;2;0,079;19;41;0,99697;3,39;0,62;10.1;6
5503;red;7;0,54;0;2,1;0,079;39;55;0,9956;3,39;0,84;11.4;6
5504;red;7,6;0,9;0,06;2,5;0,079;5;10;0,9967;3,39;0,56;9.8;5,36
5505;red;7,1;0,6;0,01;2,3;0,079;24;NA;0,99514;3,4;0,61;10.9;6
5506;red;7,1;0,6;0,01;2,3;0,079;24;37;0,99514;3,4;0,61;10.9;6
5507;red;7,8;0,7;0,06;1,9;0,079;20;35;0,99628;3,4;0,69;10.9;5,67
5508;red;7,5;0,52;0,11;1,5;0,079;11;39;0,9968;3,42;0,58;9.6;5,02
5509;red;8,8;0,4;0,4;2,2;0,079;NA;52;0,998;3,44;0,64;9.2;5,02
5510;red;7,6;0,36;0,31;1,7;0,079;26;65;0,99716;3,46;0,62;9.5;6
5511;red;7,6;0,36;0,31;1,7;0,079;26;65;0,99716;3,46;0,62;9.5;6
5512;NA;6,7;0,56;0,09;2,9;0,079;7;22;0,99669;3,46;0,61;10.2;5,67
5513;red;6,9;0,41;0,31;2;0,079;21;51;0,99668;3,47;0,55;9.5;6
5514;red;9,6;0,6;0,5;2,3;0,079;28;71;0,9997;3,5;0,57;9.7;5,78
5515;red;9,6;0,6;0,5;2,3;0,079;28;71;0,9997;3,5;0,57;9.7;5,78
5516;red;6,7;0,62;0,21;1,9;0,079;8;62;0,997;3,52;0,58;9.3;6
5517;red;8,5;0,34;0,44;1,7;0,079;6;12;0,99605;3,52;0,63;10.7;5,67
5518;red;6,6;0,8;0,03;7,8;0,079;6;12;0,9963;3,52;0,5;12.2;5,67
5519;red;6,5;0,88;0,03;NA;0,079;23;47;0,99572;3,58;0,5;11.2;1
5520;red;6,8;0,6;0,18;1,9;0,079;18;86;0,9968;3,59;NA;NA;6
5521;red;6,1;0,56;0;2,2;0,079;6;9;0,9948;3,59;0,54;11.5;6
5522;red;7,5;0,58;0,03;4,1;0,08;27;46;NA;3,02;NA;9.2;5,67
5523;white;6;0,45;0,65;9,7;0,08;11;159;0,9956;NA;0,48;9.4;5,786
5524;red;10,6;1,025;0,43;2,8;0,08;21;84;0,9985;3,06;0,57;10.1;5,44
5525;red;12,6;0,39;0,49;2,5;0,08;8;20;0,9992;3,07;0,82;10.3;6
5526;red;6,7;0,48;0,02;2,2;0,08;36;111;0,99524;3,1;NA;9.7;5,67
5527;red;10;0,58;NA;1,9;0,08;9;32;0,9974;NA;0,55;9.5;5,78
5528;NA;9,4;0,3;0,56;2,8;0,08;6;17;0,9964;3,15;0,92;11.7;8
5529;red;8,3;0,625;0,2;1,5;0,08;27;119;0,9972;3,16;1,12;9.1;4,25
5530;white;NA;0,28;0,43;1,7;0,08;21;123;0,9905;3,19;0,42;12.8;5,67
5531;white;7,4;0,28;0,43;1,8;0,08;435.238.765.928.907;152.096.277.665.996;0,9905;3,19;0,42;12.9;6,25
5532;red;10,5;0,28;0,51;1,7;0,08;10;24;0,9982;3,2;0,89;9.4;6
5533;red;8,3;0,26;0,42;2;0,08;11;27;0,9974;NA;0,8;9.4;6
5534;red;8,3;0,26;0,42;2;0,08;11;27;0,9974;3,21;0,8;9.4;6
5535;red;8,3;0,26;0,42;2;0,08;11;27;0,9974;3,21;0,8;9.4;6
5536;red;7,8;0,6;0,26;2;0,08;31;131;0,99622;3,21;0,52;NA;5,67
5537;red;7,8;0,6;0,26;2;0,08;31;131;0,99622;3,21;0,52;9.9;5,67
5538;red;7,8;0,6;0,26;2;0,08;NA;131;0,99622;3,21;0,52;9.9;5,67
5539;red;10,4;0,52;0,45;2;0,08;6;13;0,99774;3,22;0,76;11.4;6
5540;red;10,4;0,52;0,45;2;0,08;6;13;0,99774;3,22;0,76;11.4;6
5541;red;8;0,42;0,32;2,5;0,08;26;122;0,99801;3,22;1,07;9.7;5,67
5542;white;7,3;0,13;0,27;4,6;0,08;34;172;0,9938;3,23;0,39;11.1;7,456
5543;red;7,9;0,69;0,21;2,1;0,08;33;141;0,9962;3,25;0,51;9.9;5,67
5544;red;7,9;0,69;0,21;2,1;0,08;33;141;0,9962;3,25;0,51;9.9;5,67
5545;red;11,5;0,41;0,52;3;0,08;29;55;10,001;3,26;0,88;11;5,78
5546;red;8,2;0,38;0,32;2,5;0,08;24;71;0,99624;3,27;0,85;11;6
5547;red;8,6;0,37;0,65;6,4;0,08;NA;8;0,99817;3,27;0,58;11;5,67
5548;red;8,6;0,37;0,65;6,4;0,08;3;8;0,99817;3,27;0,58;11;5,67
5549;NA;7,6;0,41;0,24;1,8;0,08;4;11;0,9962;3,28;0,59;9.5;5
5550;red;9,1;0,4;0,57;4,6;0,08;6;20;0,99652;3,28;0,57;12.5;6
5551;red;7,3;0,59;0,26;2;0,08;17;104;0,99584;3,28;NA;9.9;5,67
5552;red;8;0,83;0,27;2;0,08;11;63;0,99652;3,29;0,48;9.8;4,65
5553;red;8,1;0,545;0,18;1,9;0,08;13;35;0,9972;NA;0,59;9;6
5554;red;8,1;0,545;0,18;1,9;0,08;13;35;0,9972;3,3;0,59;9;6
5555;red;8,2;0,34;0,38;2,5;0,08;12;57;0,9978;3,3;0,47;9;6
5556;red;8;0,6;0,22;2,1;0,08;25;105;0,99613;3,3;0,49;9.9;5,67
5557;red;8;0,6;0,22;2,1;0,08;25;105;0,99613;3,3;0,49;9.9;5,67
5558;red;7,8;0,53;0,33;2,4;0,08;24;144;0,99655;3,3;0,6;9.5;5,78
5559;red;7,8;0,43;0,32;2,8;0,08;29;58;0,9974;3,31;0,64;10.3;5,78
5560;red;7,5;0,42;0,31;1,6;0,08;15;42;0,9978;3,31;0,64;9;5,78
5561;red;10,1;0,31;0,44;2,3;0,08;22;46;0,9988;3,32;0,67;9.7;6
5562;red;7,3;0,38;0,21;2;0,08;7;35;0,9961;3,33;0,47;9.5;5,36
5563;red;7,3;0,38;0,21;2;0,08;7;35;0,9961;3,33;0,47;9.5;5,36
5564;red;6,3;0,39;0,16;1,4;0,08;11;23;0,9955;3,34;0,56;9.3;5
5565;red;7;0,43;0,02;1,9;0,08;15;28;0,99492;3,35;0,81;10.6;6
5566;red;6,7;0,64;0,23;2,1;0,08;11;119;0,99538;3,36;0,7;10.9;5,67
5567;red;6,7;0,64;0,23;2,1;0,08;11;119;0,99538;3,36;0,7;10.9;5,67
5568;red;9;0,43;0,34;2,5;0,08;26;86;NA;3,38;0,62;9.5;6
5569;red;9,1;0,45;0,35;2,4;0,08;23;78;0,9987;3,38;0,62;9.5;5,78
5570;NA;6,8;0,67;0;1,9;0,08;22;39;0,99701;3,4;0,74;9.7;5,67
5571;red;6,9;0,58;0,01;1,9;NA;40;54;0,99683;3,4;0,73;9.7;5,67
5572;red;7,3;0,4;0,3;1,7;0,08;33;79;0,9969;3,41;0,65;9.5;6
5573;red;7,3;0,735;0;2,2;0,08;18;28;0,99765;3,41;0,6;9.4;5,67
5574;red;7,1;0,59;0,01;2,3;0,08;27;43;0,9955;3,42;0,58;10.7;6
5575;red;7,1;0,59;0,01;2,3;0,08;27;43;0,9955;3,42;0,58;10.7;6
5576;NA;7,6;0,63;0,03;NA;NA;27;43;0,99578;3,44;0,64;NA;6
5577;red;8;0,71;0;2,6;0,08;11;34;0,9976;3,44;0,53;9.5;5,36
5578;red;7,1;0,36;0,3;1,6;0,08;35;70;0,99693;3,44;0,5;9.4;5,67
5579;white;6,3;0,38;NA;8,8;0,08;50;212;0,99803;3,47;0,66;9.4;4
5580;red;9,3;0,36;0,39;1,5;0,08;41;55;0,99652;3,47;0,73;10.9;6
5581;red;9,3;0,36;0,39;1,5;0,08;41;55;0,99652;3,47;0,73;10.9;6
5582;red;9,3;0,36;0,39;1,5;NA;NA;55;0,99652;3,47;0,73;10.9;NA
5583;red;7,1;0,71;0;1,9;0,08;14;35;0,9972;3,47;0,55;9.4;5,02
5584;red;7,2;0,63;0,03;2,2;0,08;17;88;0,99745;3,53;0,58;9.8;6
5585;red;7,4;0,635;0,1;2,4;NA;16;33;0,99736;3,58;0,69;10.8;7
5586;red;7,4;0,635;0,1;2,4;0,08;16;33;0,99736;3,58;0,69;10.8;7
5587;red;6,4;0,63;0,21;1,6;0,08;12;32;0,99689;3,58;0,66;9.8;5,67
5588;red;5,6;0,62;0,03;1,5;0,08;6;13;0,99498;3,66;0,62;10.1;4,65
5589;red;6,9;0,67;0,06;2,1;0,08;8;33;0,99845;3,68;0,71;9.6;5,78
5590;red;6,6;0,61;0,01;1,9;0,08;8;25;0,99746;3,69;0,73;10.5;5,67
