"age";"job";"marital";"education";"default";"balance";"housing";"loan";"contact";"day";"month";"duration";"campaign";"pdays";"previous";"poutcome";"y"
26;"unemployed";"single";"tertiary";"no";3511;"no";"no";"cellular";30;"apr";439;2;-1;0;"unknown";"1"
37;"services";"married";"secondary";"no";655;"no";"no";"cellular";13;"may";272;1;342;2;"other";"0"
52;"services";"divorced";"secondary";"no";43;"yes";"yes";"cellular";11;"may";131;2;-1;0;"unknown";"0"
28;"admin.";"single";"secondary";"no";392;"yes";"yes";"cellular";4;"feb";214;2;259;2;"failure";"0"
46;"services";"married";"secondary";"no";0;"yes";"no";"cellular";22;"jun";154;1;124;1;"other";"0"
30;"admin.";"single";"secondary";"no";523;"no";"yes";"cellular";3;"mar";83;1;-1;0;"unknown";"1"
30;"technician";"married";"tertiary";"no";1338;"yes";"yes";"cellular";10;"jul";81;6;-1;0;"unknown";"0"
34;"admin.";"single";"secondary";"no";239;"no";"no";"unknown";5;"oct";6;1;-1;0;"unknown";"0"
51;"housemaid";"married";"primary";"no";1521;"no";"no";"unknown";6;"jun";24;1;-1;0;"unknown";"0"
46;"entrepreneur";"married";"tertiary";"no";0;"yes";"yes";"cellular";6;"may";37;1;-1;0;"unknown";"0"
70;"retired";"married";"secondary";"no";2815;"no";"no";"cellular";26;"apr";125;2;182;1;"failure";"0"
41;"technician";"married";"tertiary";"no";0;"no";"no";"unknown";20;"jun";95;1;-1;0;"unknown";"0"
32;"technician";"single";"tertiary";"no";0;"yes";"no";"unknown";21;"may";250;2;-1;0;"unknown";"0"
32;"blue-collar";"single";"primary";"no";60;"yes";"no";"cellular";28;"jul";136;2;-1;0;"unknown";"0"
50;"management";"married";"secondary";"no";0;"yes";"no";"cellular";19;"nov";122;2;-1;0;"unknown";"0"
38;"admin.";"married";"secondary";"no";505;"yes";"yes";"unknown";17;"jun";48;2;-1;0;"unknown";"0"
32;"admin.";"single";"tertiary";"no";8866;"no";"no";"cellular";18;"mar";278;2;-1;0;"unknown";"1"
30;"blue-collar";"single";"secondary";"no";1472;"yes";"no";"cellular";20;"nov";769;4;-1;0;"unknown";"0"
39;"blue-collar";"married";"secondary";"no";-99;"no";"no";"cellular";17;"jul";260;1;-1;0;"unknown";"0"
30;"technician";"single";"primary";"no";2731;"yes";"no";"cellular";14;"apr";314;1;-1;0;"unknown";"0"
44;"entrepreneur";"married";"secondary";"no";-165;"yes";"yes";"unknown";4;"jun";184;2;-1;0;"unknown";"0"
45;"blue-collar";"married";"primary";"no";2128;"yes";"no";"unknown";19;"may";149;4;-1;0;"unknown";"0"
56;"self-employed";"married";"secondary";"no";800;"no";"yes";"cellular";9;"jul";170;1;-1;0;"unknown";"0"
37;"management";"married";"tertiary";"no";1330;"yes";"no";"cellular";29;"jan";41;2;261;1;"failure";"0"
30;"blue-collar";"married";"primary";"no";837;"yes";"no";"cellular";15;"apr";190;2;-1;0;"unknown";"0"
54;"services";"married";"primary";"no";8;"yes";"no";"cellular";14;"may";143;1;-1;0;"unknown";"0"
53;"admin.";"married";"secondary";"no";-375;"yes";"no";"unknown";23;"may";24;1;-1;0;"unknown";"0"
27;"student";"single";"tertiary";"no";5169;"yes";"no";"cellular";3;"sep";431;1;466;3;"success";"1"
36;"management";"married";"tertiary";"no";162;"yes";"no";"cellular";8;"aug";75;2;-1;0;"unknown";"0"
43;"entrepreneur";"single";"tertiary";"no";42;"no";"no";"cellular";7;"jul";285;1;-1;0;"unknown";"0"
52;"housemaid";"married";"primary";"no";335;"no";"no";"cellular";22;"aug";217;5;-1;0;"unknown";"0"
48;"blue-collar";"married";"secondary";"no";10724;"no";"no";"unknown";20;"jun";238;3;-1;0;"unknown";"0"
39;"management";"single";"tertiary";"no";416;"no";"no";"cellular";23;"oct";56;4;-1;0;"unknown";"0"
35;"blue-collar";"married";"unknown";"no";4822;"yes";"no";"unknown";20;"may";843;2;-1;0;"unknown";"1"
76;"retired";"divorced";"primary";"no";3049;"no";"no";"cellular";24;"mar";170;3;-1;0;"unknown";"1"
40;"services";"married";"secondary";"no";191;"yes";"no";"cellular";18;"may";201;2;293;6;"other";"0"
57;"retired";"married";"primary";"no";4908;"no";"no";"cellular";30;"jan";868;1;-1;0;"unknown";"0"
59;"blue-collar";"married";"primary";"no";-546;"no";"no";"cellular";25;"aug";1152;6;-1;0;"unknown";"1"
45;"housemaid";"married";"secondary";"no";698;"yes";"no";"unknown";17;"jun";160;4;-1;0;"unknown";"0"
37;"technician";"married";"tertiary";"no";143;"no";"no";"cellular";27;"aug";57;6;-1;0;"unknown";"0"
28;"technician";"single";"tertiary";"no";-481;"yes";"yes";"cellular";2;"feb";100;1;-1;0;"unknown";"0"
57;"unemployed";"married";"secondary";"no";3867;"yes";"no";"unknown";12;"may";71;2;-1;0;"unknown";"0"
45;"blue-collar";"married";"primary";"no";292;"yes";"no";"cellular";29;"aug";961;4;-1;0;"unknown";"0"
58;"housemaid";"married";"primary";"no";4605;"no";"no";"cellular";11;"sep";339;1;38;1;"failure";"0"
30;"blue-collar";"married";"secondary";"no";-529;"yes";"no";"cellular";12;"may";416;4;-1;0;"unknown";"0"
48;"blue-collar";"married";"secondary";"no";1738;"yes";"no";"cellular";15;"apr";349;1;-1;0;"unknown";"0"
61;"self-employed";"married";"tertiary";"no";4162;"no";"no";"cellular";10;"nov";185;1;-1;0;"unknown";"0"
34;"management";"single";"secondary";"no";524;"no";"no";"unknown";13;"aug";9;1;-1;0;"unknown";"0"
43;"technician";"divorced";"tertiary";"no";101;"no";"no";"cellular";19;"aug";173;3;-1;0;"unknown";"0"
44;"technician";"single";"secondary";"no";2403;"yes";"no";"unknown";30;"may";158;1;-1;0;"unknown";"0"
29;"blue-collar";"married";"primary";"no";50;"no";"no";"cellular";8;"jul";185;2;-1;0;"unknown";"0"
37;"blue-collar";"married";"primary";"no";357;"yes";"no";"cellular";15;"may";14;2;344;3;"other";"0"
41;"unemployed";"divorced";"secondary";"no";1281;"no";"no";"cellular";31;"jul";45;3;-1;0;"unknown";"0"
34;"technician";"married";"secondary";"no";1795;"yes";"no";"cellular";29;"aug";201;2;-1;0;"unknown";"0"
40;"blue-collar";"married";"primary";"no";98;"yes";"no";"unknown";2;"jun";193;5;-1;0;"unknown";"0"
59;"self-employed";"married";"tertiary";"no";2013;"no";"no";"cellular";17;"nov";409;2;-1;0;"unknown";"1"
35;"self-employed";"married";"tertiary";"no";506;"no";"no";"cellular";27;"apr";144;1;-1;0;"unknown";"0"
58;"management";"divorced";"tertiary";"no";1573;"yes";"yes";"cellular";17;"nov";279;1;-1;0;"unknown";"0"
20;"services";"single";"secondary";"no";-103;"yes";"no";"unknown";13;"may";180;1;-1;0;"unknown";"0"
55;"technician";"divorced";"secondary";"no";184;"no";"no";"unknown";13;"may";18;1;-1;0;"unknown";"0"
51;"blue-collar";"married";"secondary";"no";955;"no";"yes";"cellular";17;"dec";221;3;-1;0;"unknown";"1"
31;"self-employed";"single";"tertiary";"no";1788;"no";"no";"cellular";27;"aug";212;15;-1;0;"unknown";"0"
52;"management";"married";"tertiary";"no";547;"no";"no";"cellular";5;"aug";112;2;-1;0;"unknown";"0"
31;"management";"single";"tertiary";"no";62;"yes";"no";"cellular";18;"may";175;1;293;5;"failure";"0"
34;"blue-collar";"married";"secondary";"no";1575;"yes";"no";"unknown";27;"may";148;3;-1;0;"unknown";"0"
32;"management";"single";"tertiary";"no";623;"no";"no";"cellular";6;"jul";335;3;194;2;"failure";"1"
36;"admin.";"single";"secondary";"no";47;"no";"yes";"cellular";9;"jul";36;6;-1;0;"unknown";"0"
41;"blue-collar";"married";"secondary";"no";1293;"no";"no";"telephone";31;"jul";350;15;-1;0;"unknown";"0"
34;"blue-collar";"married";"secondary";"no";1221;"yes";"no";"cellular";6;"may";182;1;90;8;"failure";"0"
25;"blue-collar";"single";"secondary";"no";-143;"yes";"yes";"unknown";27;"may";90;1;-1;0;"unknown";"0"
44;"unemployed";"divorced";"primary";"no";757;"no";"no";"unknown";30;"may";498;4;-1;0;"unknown";"0"
52;"blue-collar";"married";"secondary";"no";-98;"yes";"no";"unknown";7;"may";423;1;-1;0;"unknown";"0"
34;"management";"single";"tertiary";"no";-292;"yes";"no";"cellular";11;"aug";111;2;-1;0;"unknown";"0"
31;"blue-collar";"married";"primary";"no";347;"no";"no";"telephone";20;"nov";21;1;-1;0;"unknown";"0"
57;"admin.";"married";"secondary";"no";5888;"no";"yes";"unknown";11;"jun";288;3;-1;0;"unknown";"0"
29;"admin.";"single";"tertiary";"no";41;"yes";"no";"cellular";13;"aug";148;2;-1;0;"unknown";"1"
27;"technician";"single";"tertiary";"no";372;"yes";"yes";"cellular";25;"jul";728;2;-1;0;"unknown";"1"
37;"management";"divorced";"tertiary";"no";481;"yes";"no";"cellular";19;"aug";97;6;-1;0;"unknown";"0"
35;"technician";"married";"secondary";"no";650;"yes";"no";"cellular";14;"may";241;2;349;2;"failure";"0"
59;"services";"married";"secondary";"no";33;"yes";"no";"cellular";11;"may";138;1;-1;0;"unknown";"0"
31;"admin.";"single";"secondary";"no";358;"yes";"no";"unknown";15;"may";124;2;-1;0;"unknown";"0"
56;"admin.";"married";"secondary";"no";370;"no";"no";"cellular";26;"aug";128;12;-1;0;"unknown";"0"
30;"services";"single";"secondary";"no";179;"yes";"no";"unknown";29;"may";286;3;-1;0;"unknown";"0"
30;"admin.";"single";"secondary";"no";239;"yes";"no";"cellular";7;"may";115;3;-1;0;"unknown";"0"
32;"management";"married";"tertiary";"no";393;"no";"no";"cellular";28;"jan";458;2;-1;0;"unknown";"0"
39;"services";"married";"secondary";"no";949;"yes";"no";"cellular";29;"jul";75;8;-1;0;"unknown";"0"
46;"self-employed";"married";"tertiary";"no";917;"no";"no";"cellular";9;"jul";389;5;-1;0;"unknown";"0"
29;"management";"single";"tertiary";"no";765;"no";"no";"cellular";16;"nov";238;1;-1;0;"unknown";"1"
57;"technician";"married";"secondary";"no";0;"no";"no";"unknown";20;"jun";45;4;-1;0;"unknown";"0"
46;"admin.";"divorced";"secondary";"no";-637;"yes";"no";"cellular";17;"nov";153;1;-1;0;"unknown";"0"
37;"unemployed";"married";"primary";"no";3051;"yes";"no";"cellular";20;"nov";303;4;-1;0;"unknown";"0"
55;"management";"divorced";"tertiary";"no";5399;"no";"yes";"cellular";30;"apr";124;1;28;3;"failure";"0"
42;"blue-collar";"married";"primary";"no";-10;"yes";"no";"unknown";9;"may";291;4;-1;0;"unknown";"0"
53;"unemployed";"married";"secondary";"no";2248;"yes";"no";"cellular";30;"jul";122;1;-1;0;"unknown";"0"
40;"blue-collar";"married";"secondary";"no";718;"yes";"yes";"telephone";13;"nov";72;1;-1;0;"unknown";"0"
32;"services";"single";"secondary";"no";385;"yes";"no";"cellular";14;"may";247;2;-1;0;"unknown";"0"
44;"management";"married";"tertiary";"no";6203;"yes";"yes";"unknown";13;"may";129;1;-1;0;"unknown";"0"
60;"housemaid";"married";"primary";"no";1043;"no";"no";"cellular";18;"aug";1364;4;-1;0;"unknown";"0"
24;"student";"single";"secondary";"no";1847;"no";"no";"cellular";9;"dec";390;1;-1;0;"unknown";"0"
41;"blue-collar";"married";"primary";"no";348;"yes";"no";"unknown";14;"may";423;2;-1;0;"unknown";"0"
40;"admin.";"married";"secondary";"no";100;"yes";"no";"cellular";9;"feb";38;8;-1;0;"unknown";"0"
31;"blue-collar";"married";"primary";"no";4728;"yes";"no";"cellular";19;"nov";114;1;183;3;"other";"0"
35;"entrepreneur";"single";"tertiary";"no";16;"no";"no";"cellular";17;"nov";158;2;-1;0;"unknown";"0"
32;"blue-collar";"married";"secondary";"no";157;"yes";"no";"unknown";20;"may";315;1;-1;0;"unknown";"0"
32;"blue-collar";"married";"secondary";"no";14;"yes";"no";"unknown";2;"jun";171;1;-1;0;"unknown";"0"
39;"management";"married";"tertiary";"yes";47;"no";"no";"cellular";21;"nov";28;3;158;3;"failure";"0"
40;"blue-collar";"single";"primary";"no";446;"yes";"no";"cellular";8;"apr";594;4;331;1;"failure";"0"
39;"blue-collar";"divorced";"secondary";"no";94;"yes";"no";"unknown";29;"may";430;1;-1;0;"unknown";"0"
36;"management";"divorced";"tertiary";"no";563;"no";"no";"unknown";20;"jun";10;4;-1;0;"unknown";"0"
40;"management";"married";"tertiary";"no";1468;"no";"no";"cellular";8;"aug";63;2;-1;0;"unknown";"0"
60;"retired";"married";"primary";"no";60;"yes";"no";"unknown";5;"may";219;1;-1;0;"unknown";"0"
52;"housemaid";"married";"primary";"no";1466;"no";"yes";"cellular";20;"nov";150;1;-1;0;"unknown";"0"
42;"technician";"single";"tertiary";"no";-411;"yes";"no";"cellular";12;"may";78;5;292;3;"failure";"0"
39;"management";"divorced";"secondary";"no";132;"yes";"no";"cellular";9;"feb";170;2;-1;0;"unknown";"0"
31;"blue-collar";"married";"secondary";"no";990;"yes";"yes";"cellular";7;"may";92;1;-1;0;"unknown";"0"
57;"services";"married";"secondary";"no";4;"no";"no";"cellular";21;"jul";84;1;-1;0;"unknown";"0"
30;"services";"single";"secondary";"no";3405;"no";"no";"cellular";29;"jan";276;2;-1;0;"unknown";"0"
30;"technician";"single";"tertiary";"no";106;"yes";"no";"cellular";13;"may";119;3;-1;0;"unknown";"0"
69;"retired";"divorced";"secondary";"no";6850;"no";"no";"telephone";3;"sep";2055;1;-1;0;"unknown";"0"
39;"management";"single";"secondary";"no";1877;"yes";"no";"unknown";6;"may";185;1;-1;0;"unknown";"0"
27;"admin.";"divorced";"secondary";"no";0;"no";"yes";"cellular";14;"jul";227;4;-1;0;"unknown";"0"
30;"entrepreneur";"single";"tertiary";"no";-63;"yes";"no";"unknown";3;"jun";94;1;-1;0;"unknown";"0"
35;"admin.";"married";"secondary";"no";69;"yes";"yes";"unknown";6;"may";235;2;-1;0;"unknown";"0"
41;"unemployed";"married";"primary";"no";819;"no";"no";"cellular";9;"feb";244;3;-1;0;"unknown";"0"
41;"admin.";"divorced";"secondary";"no";2970;"no";"yes";"unknown";27;"jun";169;2;-1;0;"unknown";"0"
32;"entrepreneur";"married";"secondary";"no";604;"no";"no";"cellular";29;"jan";270;1;-1;0;"unknown";"0"
32;"blue-collar";"single";"secondary";"no";2093;"no";"no";"cellular";24;"sep";224;2;444;1;"failure";"1"
56;"unemployed";"married";"secondary";"no";2629;"no";"no";"cellular";16;"jul";293;2;-1;0;"unknown";"0"
28;"management";"single";"tertiary";"no";672;"no";"no";"cellular";4;"may";174;1;-1;0;"unknown";"0"
30;"services";"single";"secondary";"no";862;"yes";"yes";"unknown";20;"may";550;2;-1;0;"unknown";"0"
44;"management";"married";"tertiary";"no";3091;"yes";"no";"unknown";17;"jun";331;4;-1;0;"unknown";"0"
43;"admin.";"divorced";"secondary";"no";3350;"yes";"yes";"unknown";29;"may";488;1;-1;0;"unknown";"0"
37;"management";"married";"tertiary";"no";156;"no";"no";"cellular";19;"nov";366;3;-1;0;"unknown";"1"
27;"services";"single";"secondary";"no";118;"yes";"yes";"unknown";12;"may";53;1;-1;0;"unknown";"0"
48;"unemployed";"married";"primary";"no";5462;"no";"no";"unknown";6;"jun";29;4;-1;0;"unknown";"0"
28;"management";"single";"tertiary";"no";866;"no";"no";"cellular";23;"mar";191;2;-1;0;"unknown";"1"
41;"blue-collar";"married";"secondary";"no";2689;"yes";"no";"cellular";15;"apr";135;1;-1;0;"unknown";"1"
27;"blue-collar";"single";"secondary";"no";3675;"no";"no";"unknown";12;"may";101;2;-1;0;"unknown";"0"
29;"blue-collar";"married";"secondary";"no";0;"yes";"no";"cellular";16;"jul";186;4;-1;0;"unknown";"0"
37;"housemaid";"married";"secondary";"no";589;"yes";"no";"cellular";25;"jul";335;2;-1;0;"unknown";"0"
39;"technician";"married";"secondary";"no";697;"no";"no";"cellular";15;"jun";108;1;-1;0;"unknown";"0"
34;"management";"single";"tertiary";"no";1040;"yes";"no";"unknown";20;"may";96;2;-1;0;"unknown";"0"
39;"technician";"married";"secondary";"no";394;"no";"no";"cellular";11;"aug";218;2;-1;0;"unknown";"0"
69;"housemaid";"married";"primary";"no";1080;"no";"no";"cellular";22;"apr";164;2;-1;0;"unknown";"0"
39;"blue-collar";"single";"secondary";"no";254;"no";"no";"cellular";27;"may";128;4;-1;0;"unknown";"0"
35;"admin.";"single";"secondary";"no";663;"yes";"no";"cellular";2;"apr";359;3;-1;0;"unknown";"0"
34;"technician";"married";"secondary";"yes";91;"no";"no";"cellular";29;"aug";67;4;-1;0;"unknown";"0"
35;"services";"single";"secondary";"no";313;"yes";"no";"cellular";11;"may";195;2;301;3;"failure";"0"
32;"blue-collar";"married";"secondary";"no";3166;"yes";"no";"cellular";20;"nov";418;3;-1;0;"unknown";"0"
33;"management";"single";"tertiary";"no";3655;"no";"no";"cellular";19;"aug";183;20;-1;0;"unknown";"0"
39;"blue-collar";"married";"secondary";"no";599;"yes";"no";"unknown";6;"jun";53;1;-1;0;"unknown";"0"
37;"housemaid";"married";"secondary";"no";1558;"no";"no";"cellular";6;"aug";499;2;-1;0;"unknown";"0"
31;"blue-collar";"single";"secondary";"no";573;"yes";"no";"telephone";5;"feb";58;1;269;2;"failure";"0"
37;"technician";"married";"secondary";"no";41;"no";"no";"cellular";29;"aug";127;5;-1;0;"unknown";"0"
39;"blue-collar";"married";"tertiary";"no";10483;"no";"no";"unknown";9;"jun";218;1;-1;0;"unknown";"0"
35;"blue-collar";"married";"secondary";"no";628;"yes";"no";"unknown";29;"may";455;2;-1;0;"unknown";"0"
38;"services";"married";"secondary";"no";309;"no";"no";"unknown";12;"jun";160;2;-1;0;"unknown";"0"
37;"management";"single";"unknown";"no";715;"yes";"no";"unknown";20;"may";247;2;-1;0;"unknown";"0"
32;"admin.";"divorced";"secondary";"no";281;"yes";"no";"unknown";8;"may";231;4;-1;0;"unknown";"0"
41;"management";"single";"tertiary";"no";4594;"yes";"no";"unknown";4;"jun";393;11;-1;0;"unknown";"0"
49;"technician";"married";"secondary";"no";2344;"yes";"no";"unknown";30;"may";371;2;-1;0;"unknown";"0"
52;"technician";"married";"secondary";"no";234;"no";"no";"cellular";17;"nov";255;1;-1;0;"unknown";"1"
38;"entrepreneur";"married";"secondary";"no";3249;"yes";"no";"unknown";2;"jun";384;1;-1;0;"unknown";"0"
57;"blue-collar";"married";"secondary";"no";668;"no";"no";"telephone";17;"nov";508;4;-1;0;"unknown";"0"
28;"admin.";"single";"secondary";"no";-103;"yes";"no";"unknown";12;"may";252;4;-1;0;"unknown";"0"
46;"services";"married";"tertiary";"no";-780;"no";"yes";"cellular";5;"feb";128;1;-1;0;"unknown";"0"
47;"blue-collar";"married";"primary";"no";1533;"no";"yes";"cellular";18;"nov";273;2;96;4;"failure";"0"
43;"blue-collar";"married";"secondary";"no";704;"yes";"no";"telephone";11;"may";28;2;306;1;"failure";"0"
35;"services";"married";"secondary";"no";2918;"no";"yes";"cellular";16;"jul";815;2;407;3;"success";"1"
30;"entrepreneur";"married";"secondary";"no";1539;"yes";"yes";"unknown";27;"may";166;9;-1;0;"unknown";"0"
39;"blue-collar";"divorced";"secondary";"no";241;"yes";"no";"cellular";18;"jul";117;2;-1;0;"unknown";"0"
54;"technician";"married";"secondary";"no";87;"yes";"no";"cellular";12;"may";20;8;350;9;"failure";"0"
56;"retired";"divorced";"secondary";"no";4;"no";"no";"unknown";17;"jun";135;1;-1;0;"unknown";"0"
43;"management";"divorced";"unknown";"no";7702;"no";"no";"cellular";22;"may";460;1;95;2;"success";"1"
38;"services";"married";"secondary";"no";0;"yes";"yes";"cellular";11;"may";125;2;304;2;"failure";"0"
40;"technician";"married";"secondary";"no";335;"yes";"no";"unknown";2;"jun";140;3;-1;0;"unknown";"0"
33;"management";"married";"tertiary";"no";271;"yes";"no";"cellular";13;"nov";182;2;91;2;"success";"1"
27;"blue-collar";"married";"secondary";"no";373;"yes";"no";"unknown";4;"jun";49;1;-1;0;"unknown";"0"
43;"technician";"married";"secondary";"no";629;"no";"no";"cellular";5;"aug";196;1;-1;0;"unknown";"0"
44;"management";"married";"tertiary";"no";58;"yes";"no";"cellular";14;"jul";72;3;-1;0;"unknown";"0"
32;"management";"single";"tertiary";"no";2629;"no";"no";"cellular";28;"aug";77;4;-1;0;"unknown";"0"
52;"management";"married";"secondary";"no";0;"no";"no";"cellular";30;"jul";249;3;-1;0;"unknown";"0"
64;"retired";"married";"secondary";"no";466;"yes";"no";"cellular";18;"oct";526;1;-1;0;"unknown";"1"
48;"technician";"single";"secondary";"no";540;"yes";"no";"cellular";17;"apr";106;1;-1;0;"unknown";"0"
36;"technician";"married";"tertiary";"no";1327;"no";"no";"cellular";29;"oct";174;2;-1;0;"unknown";"0"
47;"self-employed";"married";"secondary";"no";0;"no";"no";"unknown";26;"jun";174;8;-1;0;"unknown";"0"
41;"services";"single";"secondary";"no";92;"no";"no";"cellular";21;"nov";372;1;-1;0;"unknown";"1"
38;"entrepreneur";"single";"secondary";"no";185;"no";"no";"cellular";5;"feb";360;1;-1;0;"unknown";"0"
35;"technician";"single";"secondary";"no";399;"yes";"no";"cellular";13;"may";496;2;345;3;"failure";"1"
40;"management";"divorced";"tertiary";"no";290;"yes";"no";"unknown";27;"may";184;1;-1;0;"unknown";"0"
38;"admin.";"married";"secondary";"no";-650;"no";"no";"unknown";16;"may";317;1;-1;0;"unknown";"0"
45;"services";"married";"secondary";"no";22;"yes";"no";"unknown";8;"may";209;3;-1;0;"unknown";"0"
30;"services";"married";"secondary";"no";699;"yes";"no";"unknown";29;"may";544;1;-1;0;"unknown";"0"
49;"technician";"married";"tertiary";"no";0;"no";"yes";"cellular";28;"jul";67;5;252;1;"failure";"0"
46;"admin.";"single";"secondary";"no";1693;"yes";"no";"cellular";20;"oct";427;1;-1;0;"unknown";"1"
37;"self-employed";"married";"tertiary";"no";804;"yes";"no";"cellular";19;"nov";94;1;170;1;"other";"0"
36;"blue-collar";"divorced";"secondary";"no";2843;"no";"no";"cellular";14;"aug";186;1;-1;0;"unknown";"1"
37;"management";"married";"tertiary";"no";393;"yes";"no";"cellular";12;"aug";62;2;104;2;"success";"0"
53;"blue-collar";"married";"secondary";"no";3815;"no";"no";"unknown";24;"jun";237;3;-1;0;"unknown";"0"
38;"blue-collar";"married";"secondary";"no";4321;"no";"no";"cellular";18;"may";252;1;85;6;"failure";"0"
39;"unknown";"single";"secondary";"no";0;"no";"no";"unknown";6;"jun";188;1;-1;0;"unknown";"0"
35;"unemployed";"single";"secondary";"no";145;"no";"no";"cellular";17;"jul";354;1;-1;0;"unknown";"0"
47;"blue-collar";"married";"primary";"no";-245;"yes";"yes";"unknown";12;"jun";67;4;-1;0;"unknown";"0"
32;"management";"single";"tertiary";"no";12686;"yes";"no";"unknown";3;"jun";54;1;-1;0;"unknown";"0"
35;"management";"married";"tertiary";"no";4943;"yes";"no";"cellular";18;"nov";295;1;124;2;"failure";"0"
42;"management";"married";"unknown";"no";275;"no";"no";"unknown";5;"may";408;2;-1;0;"unknown";"0"
57;"retired";"married";"secondary";"no";573;"no";"no";"unknown";20;"jun";53;11;-1;0;"unknown";"0"
38;"unemployed";"married";"primary";"no";338;"no";"no";"unknown";19;"jun";219;2;-1;0;"unknown";"0"
37;"admin.";"married";"secondary";"no";0;"yes";"no";"cellular";22;"jul";185;1;-1;0;"unknown";"0"
59;"retired";"married";"primary";"no";5521;"yes";"yes";"unknown";13;"may";94;1;-1;0;"unknown";"0"
40;"blue-collar";"married";"secondary";"no";598;"yes";"no";"cellular";31;"jul";90;5;-1;0;"unknown";"0"
40;"technician";"single";"secondary";"no";2141;"no";"no";"cellular";18;"nov";107;3;-1;0;"unknown";"0"
35;"blue-collar";"married";"secondary";"no";807;"yes";"no";"unknown";29;"may";1185;3;-1;0;"unknown";"0"
35;"blue-collar";"married";"secondary";"no";2054;"yes";"no";"unknown";20;"may";447;1;-1;0;"unknown";"0"
39;"unemployed";"married";"secondary";"no";-455;"yes";"no";"unknown";23;"may";542;2;-1;0;"unknown";"0"
34;"management";"married";"tertiary";"no";443;"no";"no";"cellular";18;"jun";235;3;-1;0;"unknown";"1"
33;"blue-collar";"single";"secondary";"no";15341;"no";"no";"cellular";20;"apr";335;1;334;3;"failure";"0"
38;"management";"single";"tertiary";"no";673;"yes";"no";"unknown";7;"may";184;1;-1;0;"unknown";"0"
35;"technician";"single";"secondary";"no";2144;"yes";"no";"cellular";30;"jan";146;2;262;2;"failure";"0"
44;"technician";"married";"secondary";"no";584;"no";"no";"cellular";30;"jun";78;1;-1;0;"unknown";"0"
49;"management";"married";"tertiary";"no";2037;"no";"no";"unknown";5;"oct";10;1;-1;0;"unknown";"0"
45;"housemaid";"divorced";"primary";"no";221;"no";"no";"unknown";12;"jun";93;1;-1;0;"unknown";"0"
30;"student";"single";"unknown";"no";4468;"no";"no";"cellular";2;"feb";204;1;-1;0;"unknown";"1"
26;"admin.";"married";"secondary";"no";-401;"yes";"yes";"unknown";4;"jul";246;1;-1;0;"unknown";"0"
33;"services";"single";"tertiary";"no";1268;"yes";"no";"cellular";6;"may";451;1;350;1;"other";"0"
32;"technician";"single";"secondary";"no";1107;"no";"no";"cellular";27;"aug";113;8;-1;0;"unknown";"0"
55;"admin.";"married";"secondary";"no";1662;"no";"no";"cellular";4;"jun";94;2;-1;0;"unknown";"1"
34;"management";"married";"tertiary";"no";3301;"yes";"no";"cellular";17;"jun";485;2;227;4;"failure";"1"
48;"blue-collar";"divorced";"primary";"no";183;"no";"no";"unknown";9;"jun";940;1;-1;0;"unknown";"1"
46;"services";"married";"secondary";"no";53;"no";"yes";"cellular";28;"jul";31;3;-1;0;"unknown";"0"
43;"management";"married";"tertiary";"no";40;"no";"no";"cellular";10;"feb";147;1;-1;0;"unknown";"1"
33;"blue-collar";"married";"secondary";"no";372;"yes";"no";"unknown";6;"may";132;2;-1;0;"unknown";"0"
47;"management";"single";"tertiary";"no";124;"no";"no";"cellular";29;"aug";14;15;-1;0;"unknown";"0"
33;"management";"single";"tertiary";"no";417;"yes";"no";"cellular";6;"feb";83;1;-1;0;"unknown";"0"
30;"blue-collar";"married";"secondary";"no";10395;"yes";"no";"cellular";20;"nov";121;1;-1;0;"unknown";"0"
31;"services";"married";"secondary";"yes";29;"no";"no";"cellular";21;"nov";240;3;-1;0;"unknown";"0"
31;"blue-collar";"divorced";"secondary";"no";6;"yes";"no";"cellular";29;"jan";821;1;-1;0;"unknown";"0"
41;"retired";"single";"primary";"no";2579;"no";"no";"cellular";27;"jul";235;1;287;1;"failure";"0"
37;"blue-collar";"married";"primary";"no";204;"yes";"no";"unknown";21;"may";161;4;-1;0;"unknown";"0"
38;"blue-collar";"married";"primary";"no";0;"no";"no";"unknown";13;"may";209;2;-1;0;"unknown";"0"
32;"blue-collar";"married";"secondary";"no";783;"yes";"no";"unknown";21;"may";923;3;-1;0;"unknown";"1"
40;"services";"married";"primary";"no";2469;"no";"yes";"unknown";19;"jun";202;2;-1;0;"unknown";"0"
55;"technician";"married";"secondary";"no";3207;"no";"no";"cellular";28;"jan";158;2;153;12;"failure";"0"
53;"technician";"married";"secondary";"no";-46;"no";"no";"cellular";29;"jan";87;2;-1;0;"unknown";"0"
42;"management";"married";"tertiary";"no";0;"no";"no";"cellular";6;"aug";81;3;-1;0;"unknown";"0"
34;"management";"divorced";"tertiary";"no";221;"no";"no";"cellular";8;"aug";150;2;-1;0;"unknown";"0"
46;"management";"married";"unknown";"no";2466;"no";"no";"telephone";1;"apr";216;3;370;1;"failure";"1"
51;"management";"married";"tertiary";"no";2455;"yes";"no";"cellular";21;"jul";553;1;-1;0;"unknown";"1"
37;"management";"married";"tertiary";"no";708;"yes";"no";"cellular";27;"feb";32;4;225;3;"failure";"0"
54;"admin.";"married";"secondary";"no";1342;"yes";"no";"cellular";2;"apr";80;1;-1;0;"unknown";"0"
